WK;BZ;bezID;SPR;WBER;ABG.;UNG.;OEVP;SPOE;FPOE;GRUE;NEOS;DANN;KPOE
Wien Innen-West;Innere Stadt;90101;1;655;426;3;107;79;66;56;100;8;7
Wien Innen-West;Innere Stadt;90101;2;1147;592;2;141;151;67;111;89;13;18
Wien Innen-West;Innere Stadt;90101;3;753;454;2;104;105;63;68;87;11;14
Wien Innen-West;Innere Stadt;90101;4;745;462;0;96;96;75;80;89;7;19
Wien Innen-West;Innere Stadt;90101;5;867;544;7;132;94;84;80;121;12;14
Wien Innen-West;Innere Stadt;90101;6;784;485;0;133;99;65;62;105;10;11
Wien Innen-West;Innere Stadt;90101;7;709;419;2;129;79;54;58;93;1;3
Wien Innen-West;Innere Stadt;90101;8;858;508;1;115;120;74;81;99;12;6
Wien Innen-West;Innere Stadt;90101;9;757;435;1;166;65;51;42;97;8;5
Wien Innen-West;Innere Stadt;90101;10;472;279;1;80;54;35;43;58;2;6
Wien Innen-West;Innere Stadt;90101;11;848;552;3;170;94;78;70;109;20;8
Wien Innen-West;Innere Stadt;90101;12;655;405;1;117;78;57;54;86;6;6
Wien Innen-West;Innere Stadt;90101;13;918;613;7;154;115;89;102;125;9;12
Wien Innen-West;Innere Stadt;90101;14;876;522;3;117;109;54;91;117;9;22
Wien Innen-Ost;Leopoldstadt;90201;1;725;474;2;42;145;32;143;69;9;32
Wien Innen-Ost;Leopoldstadt;90201;2;752;406;2;31;101;40;137;62;11;22
Wien Innen-Ost;Leopoldstadt;90201;3;915;603;5;57;185;58;189;76;9;24
Wien Innen-Ost;Leopoldstadt;90201;4;873;483;1;72;131;68;130;55;5;21
Wien Innen-Ost;Leopoldstadt;90201;5;783;501;6;54;137;58;153;50;9;34
Wien Innen-Ost;Leopoldstadt;90201;6;794;396;4;32;146;44;95;50;5;20
Wien Innen-Ost;Leopoldstadt;90201;7;694;429;2;33;129;23;141;72;12;17
Wien Innen-Ost;Leopoldstadt;90201;8;649;380;4;45;97;42;118;49;6;19
Wien Innen-Ost;Leopoldstadt;90201;9;783;453;5;52;125;59;107;55;10;40
Wien Innen-Ost;Leopoldstadt;90201;10;697;451;0;65;110;33;128;75;7;33
Wien Innen-Ost;Leopoldstadt;90201;11;761;433;2;46;138;42;113;66;5;21
Wien Innen-Ost;Leopoldstadt;90201;12;1195;587;5;82;149;35;194;88;8;26
Wien Innen-Ost;Leopoldstadt;90201;13;910;520;3;57;169;75;108;66;9;33
Wien Innen-Ost;Leopoldstadt;90201;14;835;416;4;72;126;37;93;63;7;14
Wien Innen-Ost;Leopoldstadt;90201;15;741;444;4;60;139;50;108;52;5;26
Wien Innen-Ost;Leopoldstadt;90201;16;780;462;4;47;153;50;122;58;3;25
Wien Innen-Ost;Leopoldstadt;90201;17;675;409;4;70;109;41;103;59;3;20
Wien Innen-Ost;Leopoldstadt;90201;18;638;327;3;30;106;36;78;45;4;25
Wien Innen-Ost;Leopoldstadt;90201;19;741;417;2;38;132;48;112;38;10;37
Wien Innen-Ost;Leopoldstadt;90201;20;782;446;2;52;135;38;133;61;6;19
Wien Innen-Ost;Leopoldstadt;90201;21;723;414;3;34;136;35;124;50;7;25
Wien Innen-Ost;Leopoldstadt;90201;22;1002;510;2;71;172;48;115;70;10;22
Wien Innen-Ost;Leopoldstadt;90201;23;709;390;1;33;125;25;119;60;2;25
Wien Innen-Ost;Leopoldstadt;90201;24;653;297;6;28;79;41;82;41;4;16
Wien Innen-Ost;Leopoldstadt;90201;25;886;400;1;33;126;47;111;47;4;31
Wien Innen-Ost;Leopoldstadt;90201;26;644;323;2;31;92;34;92;44;5;23
Wien Innen-Ost;Leopoldstadt;90201;27;615;384;0;40;112;36;120;52;9;15
Wien Innen-Ost;Leopoldstadt;90201;28;718;362;0;44;112;41;103;41;4;17
Wien Innen-Ost;Leopoldstadt;90201;29;610;322;1;22;98;26;104;39;6;26
Wien Innen-Ost;Leopoldstadt;90201;30;408;217;1;22;69;33;50;25;1;16
Wien Innen-Ost;Leopoldstadt;90201;31;710;366;1;36;109;40;101;43;6;30
Wien Innen-Ost;Leopoldstadt;90201;32;770;345;5;41;112;49;72;37;5;24
Wien Innen-Ost;Leopoldstadt;90201;33;543;306;1;40;72;46;75;47;7;18
Wien Innen-Ost;Leopoldstadt;90201;34;551;296;3;24;103;35;73;46;3;9
Wien Innen-Ost;Leopoldstadt;90201;35;796;516;3;67;167;44;119;81;6;29
Wien Innen-Ost;Leopoldstadt;90201;36;737;447;6;62;128;63;107;57;1;23
Wien Innen-Ost;Leopoldstadt;90201;37;643;318;3;37;119;44;65;36;5;9
Wien Innen-Ost;Leopoldstadt;90201;38;731;309;3;32;100;57;60;25;5;27
Wien Innen-Ost;Leopoldstadt;90201;39;526;267;5;10;77;29;90;25;4;27
Wien Innen-Ost;Leopoldstadt;90201;40;762;322;5;25;93;68;70;32;6;23
Wien Innen-Ost;Leopoldstadt;90201;41;704;391;2;47;102;55;109;47;11;18
Wien Innen-Ost;Leopoldstadt;90201;42;412;221;0;22;45;37;66;28;4;19
Wien Innen-Ost;Leopoldstadt;90201;43;456;244;0;17;80;27;72;30;4;14
Wien Innen-Ost;Leopoldstadt;90201;44;564;263;1;15;97;32;66;29;9;14
Wien Innen-Ost;Leopoldstadt;90201;45;588;294;1;27;92;30;86;31;3;24
Wien Innen-Ost;Leopoldstadt;90201;46;617;323;1;30;74;47;113;24;4;30
Wien Innen-Ost;Leopoldstadt;90201;47;833;437;0;27;140;43;126;63;4;34
Wien Innen-Ost;Leopoldstadt;90201;48;921;424;7;40;141;47;100;58;7;24
Wien Innen-Ost;Leopoldstadt;90201;49;774;380;3;42;127;51;86;35;7;29
Wien Innen-Ost;Leopoldstadt;90201;50;758;347;4;31;98;40;84;51;7;32
Wien Innen-Ost;Leopoldstadt;90201;51;919;302;2;27;113;78;34;27;5;16
Wien Innen-Ost;Leopoldstadt;90201;52;830;283;2;17;117;78;23;20;13;13
Wien Innen-Ost;Leopoldstadt;90201;53;1002;431;5;56;153;66;71;47;3;30
Wien Innen-Ost;Leopoldstadt;90201;54;1078;537;5;50;144;76;111;124;8;19
Wien Innen-Ost;Leopoldstadt;90201;55;993;392;7;40;154;124;37;21;5;4
Wien Innen-Ost;Leopoldstadt;90201;56;753;345;5;42;108;70;51;45;9;15
Wien Innen-Ost;Leopoldstadt;90201;57;794;270;0;20;109;80;24;13;5;19
Wien Innen-Ost;Leopoldstadt;90201;58;1134;574;7;93;255;109;46;38;2;24
Wien Innen-Ost;Leopoldstadt;90201;59;537;338;3;44;121;66;36;40;18;10
Wien Innen-Ost;Leopoldstadt;90201;60;1162;531;3;56;181;106;72;84;5;24
Wien Innen-Ost;Leopoldstadt;90201;61;955;513;7;83;161;118;70;40;12;22
Wien Innen-Ost;Leopoldstadt;90201;62;622;392;3;60;110;122;34;39;8;16
Wien Innen-Ost;Leopoldstadt;90201;63;762;467;5;47;130;62;122;57;11;33
Wien Innen-Ost;Leopoldstadt;90201;64;1065;686;4;113;175;77;171;111;14;21
Wien Innen-Ost;Leopoldstadt;90201;65;924;564;5;86;144;80;129;84;10;26
Wien Innen-Ost;Leopoldstadt;90201;66;976;449;4;37;157;87;93;41;10;20
Wien Innen-Ost;Leopoldstadt;90201;67;973;363;2;38;127;75;42;43;6;30
Wien Innen-Ost;Leopoldstadt;90201;68;1070;660;6;65;215;70;150;89;23;42
Wien Innen-Ost;Leopoldstadt;90201;69;811;550;4;27;157;20;207;107;2;26
Wien Innen-Ost;Leopoldstadt;90201;70;938;608;2;52;193;50;161;117;11;22
Wien Innen-Ost;Leopoldstadt;90201;71;841;384;2;31;128;66;85;45;11;16
Wien Innen-Ost;Leopoldstadt;90201;72;1018;605;4;20;202;49;180;88;6;56
Wien Innen-Ost;Leopoldstadt;90201;73;1137;505;10;42;156;95;100;64;4;34
Wien Innen-Ost;Leopoldstadt;90201;74;1252;534;4;26;193;80;126;77;6;22
Wien Innen-Ost;Leopoldstadt;90201;75;711;420;1;28;107;41;145;72;4;22
Wien Innen-Ost;Leopoldstadt;90201;76;1040;690;5;30;204;31;245;127;8;40
Wien Innen-Süd;Landstraße;90301;1;840;529;4;64;146;52;139;95;7;22
Wien Innen-Süd;Landstraße;90301;2;635;339;1;24;102;36;107;47;2;20
Wien Innen-Süd;Landstraße;90301;3;688;404;2;43;101;55;119;51;6;27
Wien Innen-Süd;Landstraße;90301;4;799;488;1;48;132;46;126;95;12;28
Wien Innen-Süd;Landstraße;90301;5;685;395;0;58;86;39;92;79;11;30
Wien Innen-Süd;Landstraße;90301;6;761;424;1;45;125;64;100;67;7;15
Wien Innen-Süd;Landstraße;90301;7;893;561;2;67;142;78;145;90;12;25
Wien Innen-Süd;Landstraße;90301;8;791;472;5;61;108;56;115;86;10;31
Wien Innen-Süd;Landstraße;90301;9;663;431;1;77;106;40;106;73;5;23
Wien Innen-Süd;Landstraße;90301;10;765;487;1;102;122;47;98;85;8;24
Wien Innen-Süd;Landstraße;90301;11;737;508;3;90;139;62;109;82;11;12
Wien Innen-Süd;Landstraße;90301;12;792;497;1;93;112;50;128;96;7;10
Wien Innen-Süd;Landstraße;90301;13;814;494;3;64;136;54;126;73;9;29
Wien Innen-Süd;Landstraße;90301;14;768;457;3;56;122;35;117;83;14;27
Wien Innen-Süd;Landstraße;90301;15;403;275;1;68;76;25;54;41;4;6
Wien Innen-Süd;Landstraße;90301;16;885;503;4;77;131;76;83;102;13;17
Wien Innen-Süd;Landstraße;90301;17;750;431;5;47;122;36;94;101;3;23
Wien Innen-Süd;Landstraße;90301;18;726;480;4;70;127;52;97;98;9;23
Wien Innen-Süd;Landstraße;90301;19;815;488;5;79;125;54;113;79;8;25
Wien Innen-Süd;Landstraße;90301;20;837;461;6;61;126;47;101;94;7;19
Wien Innen-Süd;Landstraße;90301;21;838;514;4;73;175;73;93;61;8;27
Wien Innen-Süd;Landstraße;90301;22;792;389;3;25;154;33;95;50;7;22
Wien Innen-Süd;Landstraße;90301;23;723;339;5;33;124;47;57;36;11;26
Wien Innen-Süd;Landstraße;90301;24;745;223;6;14;110;56;18;9;1;9
Wien Innen-Süd;Landstraße;90301;25;833;360;2;36;109;70;78;42;3;20
Wien Innen-Süd;Landstraße;90301;26;693;300;3;30;95;75;46;25;6;20
Wien Innen-Süd;Landstraße;90301;27;859;319;2;22;115;68;49;30;9;24
Wien Innen-Süd;Landstraße;90301;28;880;320;1;39;119;89;31;14;12;15
Wien Innen-Süd;Landstraße;90301;29;764;337;2;31;101;50;86;43;6;18
Wien Innen-Süd;Landstraße;90301;30;857;399;4;24;145;69;83;41;10;23
Wien Innen-Süd;Landstraße;90301;31;617;359;1;38;105;47;85;63;3;17
Wien Innen-Süd;Landstraße;90301;32;736;445;2;69;122;65;93;64;11;19
Wien Innen-Süd;Landstraße;90301;33;613;296;2;38;78;43;66;42;4;23
Wien Innen-Süd;Landstraße;90301;34;912;451;0;40;158;52;88;78;4;31
Wien Innen-Süd;Landstraße;90301;35;977;403;9;33;165;85;51;41;3;16
Wien Innen-Süd;Landstraße;90301;36;273;136;4;34;65;13;6;10;2;2
Wien Innen-Süd;Landstraße;90301;37;609;344;2;60;73;36;78;78;9;8
Wien Innen-Süd;Landstraße;90301;38;681;433;0;75;98;55;86;99;5;15
Wien Innen-Süd;Landstraße;90301;39;700;463;4;74;124;37;113;76;6;29
Wien Innen-Süd;Landstraße;90301;40;987;597;5;127;127;62;113;134;6;23
Wien Innen-Süd;Landstraße;90301;41;770;475;4;87;118;45;104;89;8;20
Wien Innen-Süd;Landstraße;90301;42;562;359;1;58;79;44;85;69;7;16
Wien Innen-Süd;Landstraße;90301;43;942;597;4;95;178;78;115;94;11;22
Wien Innen-Süd;Landstraße;90301;44;834;564;14;88;127;64;145;97;7;22
Wien Innen-Süd;Landstraße;90301;45;663;458;2;73;115;50;97;88;9;24
Wien Innen-Süd;Landstraße;90301;46;651;377;3;44;131;61;72;51;4;11
Wien Innen-Süd;Landstraße;90301;47;652;357;5;47;95;39;82;59;8;22
Wien Innen-Süd;Landstraße;90301;48;735;408;3;68;123;67;72;52;2;21
Wien Innen-Süd;Landstraße;90301;49;620;335;2;51;90;48;76;51;3;14
Wien Innen-Süd;Landstraße;90301;50;575;287;0;38;85;39;66;37;1;21
Wien Innen-Süd;Landstraße;90301;51;976;621;10;97;210;71;114;74;9;36
Wien Innen-Süd;Landstraße;90301;52;981;503;3;31;191;51;114;76;11;26
Wien Innen-Süd;Landstraße;90301;53;448;156;2;8;67;41;16;12;4;6
Wien Innen-Süd;Landstraße;90301;54;818;465;3;85;80;98;76;94;13;16
Wien Innen-Süd;Landstraße;90301;55;741;464;1;84;119;42;73;117;12;16
Wien Innen-Süd;Landstraße;90301;56;991;684;4;137;146;67;147;152;12;19
Wien Innen-Süd;Landstraße;90301;57;773;385;1;92;94;47;67;73;3;8
Wien Innen-Süd;Landstraße;90301;58;516;273;1;58;68;52;38;40;6;10
Wien Innen-Süd;Landstraße;90301;59;934;548;3;96;154;45;105;119;6;20
Wien Innen-Süd;Landstraße;90301;60;794;403;2;44;107;63;98;62;7;20
Wien Innen-Süd;Landstraße;90301;61;850;447;2;55;111;53;115;82;7;22
Wien Innen-Süd;Landstraße;90301;62;613;297;1;21;91;48;72;41;5;18
Wien Innen-Süd;Landstraße;90301;63;639;320;1;35;91;54;61;60;6;12
Wien Innen-Süd;Landstraße;90301;64;740;339;4;45;96;45;75;42;7;25
Wien Innen-Süd;Landstraße;90301;65;753;368;6;62;105;54;70;45;10;16
Wien Innen-Süd;Landstraße;90301;66;652;188;1;7;80;64;12;12;4;8
Wien Innen-Süd;Landstraße;90301;67;723;289;4;45;88;83;26;29;6;8
Wien Innen-Süd;Landstraße;90301;68;623;393;4;63;112;53;85;54;5;17
Wien Innen-Süd;Landstraße;90301;69;925;417;5;63;123;43;87;61;6;29
Wien Innen-Süd;Landstraße;90301;70;488;264;0;16;103;41;53;35;5;11
Wien Innen-Süd;Landstraße;90301;71;776;448;1;56;144;39;99;65;8;36
Wien Innen-Süd;Landstraße;90301;72;583;322;4;35;107;24;87;51;1;13
Wien Innen-Süd;Landstraße;90301;73;521;205;3;24;62;35;27;45;1;8
Wien Innen-Süd;Landstraße;90301;74;1019;513;2;109;104;48;127;98;7;18
Wien Innen-Süd;Landstraße;90301;75;1031;453;5;34;169;49;92;83;2;19
Wien Innen-Süd;Wieden;90401;1;841;575;1;101;125;48;122;155;8;15
Wien Innen-Süd;Wieden;90401;2;1171;637;1;131;173;49;144;95;15;29
Wien Innen-Süd;Wieden;90401;3;766;483;4;104;97;57;68;128;4;21
Wien Innen-Süd;Wieden;90401;4;865;530;4;74;160;48;116;95;15;18
Wien Innen-Süd;Wieden;90401;5;763;438;2;48;139;43;102;76;7;21
Wien Innen-Süd;Wieden;90401;6;879;557;4;61;155;57;140;98;10;32
Wien Innen-Süd;Wieden;90401;7;962;623;3;83;170;50;159;120;7;31
Wien Innen-Süd;Wieden;90401;8;902;609;5;84;139;68;157;121;9;26
Wien Innen-Süd;Wieden;90401;9;684;403;3;52;123;51;83;73;5;13
Wien Innen-Süd;Wieden;90401;10;199;88;6;27;36;9;3;4;0;3
Wien Innen-Süd;Wieden;90401;11;759;489;4;72;113;56;106;117;10;11
Wien Innen-Süd;Wieden;90401;12;669;309;2;30;100;50;58;47;5;17
Wien Innen-Süd;Wieden;90401;13;901;604;7;78;156;73;161;95;6;28
Wien Innen-Süd;Wieden;90401;14;783;509;2;79;143;51;128;77;6;23
Wien Innen-Süd;Wieden;90401;15;563;361;3;66;84;36;84;68;3;17
Wien Innen-Süd;Wieden;90401;16;635;364;0;65;93;41;80;62;11;12
Wien Innen-Süd;Wieden;90401;17;1349;493;2;56;147;68;121;62;9;28
Wien Innen-Süd;Wieden;90401;18;647;438;3;65;104;38;105;102;7;14
Wien Innen-Süd;Wieden;90401;19;747;470;1;73;120;52;119;70;6;29
Wien Innen-Süd;Wieden;90401;20;646;397;6;57;99;48;95;65;4;23
Wien Innen-Süd;Wieden;90401;21;570;348;3;72;101;63;54;37;3;15
Wien Innen-Süd;Wieden;90401;22;731;491;3;123;105;54;83;98;5;20
Wien Innen-Süd;Wieden;90401;23;599;297;0;40;94;50;57;33;3;20
Wien Innen-Süd;Wieden;90401;24;700;464;4;102;104;38;107;81;16;12
Wien Innen-Süd;Wieden;90401;25;771;479;2;71;137;42;117;88;4;18
Wien Innen-Süd;Wieden;90401;26;657;414;1;65;126;28;109;59;6;20
Wien Innen-Süd;Margareten;90501;1;538;358;1;29;106;33;98;62;13;16
Wien Innen-Süd;Margareten;90501;2;660;386;2;52;91;38;104;63;3;33
Wien Innen-Süd;Margareten;90501;3;515;279;4;32;83;24;66;47;10;13
Wien Innen-Süd;Margareten;90501;4;597;381;1;49;110;23;106;69;7;16
Wien Innen-Süd;Margareten;90501;5;675;436;2;28;125;34;146;66;5;30
Wien Innen-Süd;Margareten;90501;6;638;376;2;58;106;45;83;56;5;21
Wien Innen-Süd;Margareten;90501;7;506;348;4;36;92;29;84;70;5;28
Wien Innen-Süd;Margareten;90501;8;664;405;7;35;118;33;125;58;5;24
Wien Innen-Süd;Margareten;90501;9;735;443;4;68;128;38;110;62;7;26
Wien Innen-Süd;Margareten;90501;10;877;472;2;58;111;30;155;91;4;21
Wien Innen-Süd;Margareten;90501;11;682;413;6;44;146;45;105;37;6;24
Wien Innen-Süd;Margareten;90501;12;625;291;3;21;100;28;77;31;7;24
Wien Innen-Süd;Margareten;90501;13;626;349;4;29;104;28;97;42;7;38
Wien Innen-Süd;Margareten;90501;14;698;418;1;42;93;53;132;73;3;21
Wien Innen-Süd;Margareten;90501;15;495;267;1;18;75;24;87;36;2;24
Wien Innen-Süd;Margareten;90501;16;743;374;3;26;116;44;102;44;4;35
Wien Innen-Süd;Margareten;90501;17;863;526;6;42;151;43;163;75;5;41
Wien Innen-Süd;Margareten;90501;18;490;212;1;22;78;30;41;23;3;14
Wien Innen-Süd;Margareten;90501;19;854;435;1;38;127;69;107;54;7;32
Wien Innen-Süd;Margareten;90501;20;213;52;1;10;28;10;2;0;0;1
Wien Innen-Süd;Margareten;90501;21;814;326;2;40;122;71;44;21;4;22
Wien Innen-Süd;Margareten;90501;22;830;449;4;40;145;58;113;49;6;34
Wien Innen-Süd;Margareten;90501;23;503;198;2;21;71;36;36;12;6;14
Wien Innen-Süd;Margareten;90501;24;792;256;2;30;99;59;27;16;3;20
Wien Innen-Süd;Margareten;90501;25;897;463;2;45;130;58;115;68;11;34
Wien Innen-Süd;Margareten;90501;26;461;259;3;28;74;21;73;30;2;28
Wien Innen-Süd;Margareten;90501;27;817;439;6;40;128;80;96;54;8;27
Wien Innen-Süd;Margareten;90501;28;872;490;4;39;131;36;164;80;5;31
Wien Innen-Süd;Margareten;90501;29;395;247;2;18;64;21;84;36;7;15
Wien Innen-Süd;Margareten;90501;30;901;478;3;51;137;45;109;92;12;29
Wien Innen-Süd;Margareten;90501;31;644;196;2;15;90;57;4;12;3;13
Wien Innen-Süd;Margareten;90501;32;715;222;1;19;96;64;21;7;0;14
Wien Innen-Süd;Margareten;90501;33;717;344;1;37;97;66;70;42;4;27
Wien Innen-Süd;Margareten;90501;34;403;196;5;29;55;28;47;19;1;12
Wien Innen-Süd;Margareten;90501;35;922;371;4;46;112;49;82;44;7;27
Wien Innen-Süd;Margareten;90501;36;761;452;6;49;127;62;112;45;12;39
Wien Innen-Süd;Margareten;90501;37;584;353;4;74;93;33;87;44;3;15
Wien Innen-Süd;Margareten;90501;38;805;471;3;52;124;47;152;67;5;21
Wien Innen-Süd;Margareten;90501;39;911;496;2;56;147;51;118;75;12;35
Wien Innen-Süd;Margareten;90501;40;550;328;2;31;90;51;80;43;9;22
Wien Innen-Süd;Margareten;90501;41;552;340;5;28;82;23;98;60;10;34
Wien Innen-Süd;Margareten;90501;42;507;319;1;32;93;37;87;49;5;15
Wien Innen-Süd;Margareten;90501;43;462;173;6;22;60;35;20;10;5;15
Wien Innen-Süd;Margareten;90501;44;443;231;1;24;52;29;66;39;1;19
Wien Innen-West;Mariahilf;90601;1;538;330;1;48;84;41;86;40;8;22
Wien Innen-West;Mariahilf;90601;2;681;413;2;43;122;53;107;59;4;23
Wien Innen-West;Mariahilf;90601;3;845;510;3;58;161;47;123;77;16;25
Wien Innen-West;Mariahilf;90601;4;599;349;4;45;89;31;103;56;3;18
Wien Innen-West;Mariahilf;90601;5;725;243;5;27;64;34;58;39;5;11
Wien Innen-West;Mariahilf;90601;6;742;422;2;40;131;27;122;71;3;26
Wien Innen-West;Mariahilf;90601;7;659;371;2;26;126;30;111;45;3;28
Wien Innen-West;Mariahilf;90601;8;549;331;3;60;98;24;86;35;10;15
Wien Innen-West;Mariahilf;90601;9;687;436;9;46;131;51;123;58;2;16
Wien Innen-West;Mariahilf;90601;10;740;465;4;78;108;39;131;81;9;15
Wien Innen-West;Mariahilf;90601;11;621;364;0;65;96;28;95;56;4;20
Wien Innen-West;Mariahilf;90601;12;823;525;3;53;167;51;140;75;8;28
Wien Innen-West;Mariahilf;90601;13;691;429;3;66;122;43;99;59;7;30
Wien Innen-West;Mariahilf;90601;14;634;358;4;32;105;47;92;54;7;17
Wien Innen-West;Mariahilf;90601;15;626;388;4;38;115;38;101;62;4;26
Wien Innen-West;Mariahilf;90601;16;1119;550;4;72;145;57;137;97;4;34
Wien Innen-West;Mariahilf;90601;17;738;448;1;61;123;33;119;84;7;20
Wien Innen-West;Mariahilf;90601;18;631;346;1;51;83;52;77;56;2;24
Wien Innen-West;Mariahilf;90601;19;603;403;1;38;87;45;130;77;5;20
Wien Innen-West;Mariahilf;90601;20;683;413;2;62;109;38;96;80;7;19
Wien Innen-West;Mariahilf;90601;21;728;466;1;60;140;28;125;67;11;34
Wien Innen-West;Mariahilf;90601;22;669;392;3;52;106;44;91;71;11;14
Wien Innen-West;Mariahilf;90601;23;497;278;0;30;90;27;61;42;3;25
Wien Innen-West;Mariahilf;90601;24;470;263;0;32;86;20;67;38;3;17
Wien Innen-West;Mariahilf;90601;25;752;506;7;77;134;42;127;88;5;26
Wien Innen-West;Mariahilf;90601;26;699;439;2;59;114;43;124;66;6;25
Wien Innen-West;Mariahilf;90601;27;712;385;0;27;114;28;144;42;1;29
Wien Innen-West;Mariahilf;90601;28;837;418;2;58;117;70;86;47;13;25
Wien Innen-West;Neubau;90701;1;708;449;2;59;114;35;120;87;9;23
Wien Innen-West;Neubau;90701;2;685;441;3;40;108;33;132;89;4;32
Wien Innen-West;Neubau;90701;3;632;423;2;55;101;46;116;87;7;9
Wien Innen-West;Neubau;90701;4;656;423;2;50;104;25;135;81;12;14
Wien Innen-West;Neubau;90701;5;731;431;4;46;96;34;140;87;2;22
Wien Innen-West;Neubau;90701;6;716;425;1;54;114;24;124;68;11;29
Wien Innen-West;Neubau;90701;7;939;648;5;53;134;43;239;110;13;51
Wien Innen-West;Neubau;90701;8;927;539;5;67;128;53;163;91;5;27
Wien Innen-West;Neubau;90701;9;437;247;2;26;66;30;75;35;3;10
Wien Innen-West;Neubau;90701;10;853;513;6;50;166;35;136;76;12;32
Wien Innen-West;Neubau;90701;11;906;528;3;55;130;27;170;90;12;41
Wien Innen-West;Neubau;90701;12;918;567;6;63;131;40;162;121;11;33
Wien Innen-West;Neubau;90701;13;901;635;2;81;162;42;199;108;11;30
Wien Innen-West;Neubau;90701;14;643;410;4;34;117;33;128;67;7;20
Wien Innen-West;Neubau;90701;15;1070;645;4;79;215;85;143;90;9;20
Wien Innen-West;Neubau;90701;16;833;524;2;51;140;42;158;88;4;39
Wien Innen-West;Neubau;90701;17;942;592;2;51;184;35;187;93;7;33
Wien Innen-West;Neubau;90701;18;834;550;6;76;110;36;181;97;7;37
Wien Innen-West;Neubau;90701;19;770;505;2;56;153;44;136;76;8;30
Wien Innen-West;Neubau;90701;20;644;420;1;56;103;30;125;72;2;31
Wien Innen-West;Neubau;90701;21;722;479;3;61;130;39;137;77;3;29
Wien Innen-West;Neubau;90701;22;678;386;0;39;93;37;123;64;4;26
Wien Innen-West;Neubau;90701;23;616;376;1;20;115;33;125;51;4;27
Wien Innen-West;Neubau;90701;24;639;405;3;33;112;30;137;70;7;13
Wien Innen-West;Neubau;90701;25;671;401;0;38;98;31;140;67;4;23
Wien Innen-West;Neubau;90701;26;810;492;5;54;135;41;146;67;4;40
Wien Innen-West;Josefstadt;90801;1;457;315;2;56;75;33;68;65;2;14
Wien Innen-West;Josefstadt;90801;2;553;349;3;76;54;47;78;74;5;12
Wien Innen-West;Josefstadt;90801;3;463;296;3;43;60;44;63;62;7;14
Wien Innen-West;Josefstadt;90801;4;766;519;2;82;138;50;121;95;12;19
Wien Innen-West;Josefstadt;90801;5;691;465;1;85;116;47;103;89;7;17
Wien Innen-West;Josefstadt;90801;6;671;463;4;86;107;38;103;98;6;21
Wien Innen-West;Josefstadt;90801;7;641;422;0;71;100;38;112;77;4;20
Wien Innen-West;Josefstadt;90801;8;1108;695;3;133;165;46;184;129;9;26
Wien Innen-West;Josefstadt;90801;9;762;512;2;68;135;41;142;85;11;28
Wien Innen-West;Josefstadt;90801;10;670;458;0;55;104;45;120;113;7;14
Wien Innen-West;Josefstadt;90801;11;746;496;3;67;130;43;130;82;9;32
Wien Innen-West;Josefstadt;90801;12;551;358;3;57;97;28;89;68;4;12
Wien Innen-West;Josefstadt;90801;13;492;345;3;49;89;37;79;61;3;24
Wien Innen-West;Josefstadt;90801;14;813;592;5;108;138;49;139;121;8;24
Wien Innen-West;Josefstadt;90801;15;796;542;4;74;148;56;139;86;9;26
Wien Innen-West;Josefstadt;90801;16;663;454;2;71;115;30;110;93;12;21
Wien Innen-West;Josefstadt;90801;17;750;433;2;42;120;39;114;77;10;29
Wien Innen-West;Josefstadt;90801;18;767;476;6;73;125;49;99;85;8;31
Wien Innen-West;Josefstadt;90801;19;533;348;5;44;84;34;93;62;7;19
Wien Innen-West;Josefstadt;90801;20;759;511;5;98;128;35;123;81;13;28
Wien Innen-West;Josefstadt;90801;21;823;518;10;77;142;53;133;75;1;27
Wien Innen-West;Josefstadt;90801;22;708;418;2;44;121;31;127;65;5;23
Wien Innen-West;Alsergrund;90901;1;788;490;4;95;102;35;94;124;13;23
Wien Innen-West;Alsergrund;90901;2;577;392;1;73;87;32;115;67;8;9
Wien Innen-West;Alsergrund;90901;3;768;477;2;56;135;33;137;78;9;27
Wien Innen-West;Alsergrund;90901;4;664;459;4;83;106;53;99;91;1;22
Wien Innen-West;Alsergrund;90901;5;625;400;5;74;106;46;92;59;4;14
Wien Innen-West;Alsergrund;90901;6;812;552;5;70;134;54;140;110;13;26
Wien Innen-West;Alsergrund;90901;7;705;394;3;56;115;39;88;71;11;11
Wien Innen-West;Alsergrund;90901;8;709;468;1;79;100;45;126;82;3;32
Wien Innen-West;Alsergrund;90901;9;672;451;5;64;106;35;124;83;9;25
Wien Innen-West;Alsergrund;90901;10;1089;588;2;82;132;58;169;99;11;35
Wien Innen-West;Alsergrund;90901;11;573;253;1;26;96;46;26;26;9;23
Wien Innen-West;Alsergrund;90901;12;815;496;1;47;156;45;120;85;10;32
Wien Innen-West;Alsergrund;90901;13;885;380;4;44;126;42;88;53;3;20
Wien Innen-West;Alsergrund;90901;14;890;478;6;40;150;58;113;67;12;32
Wien Innen-West;Alsergrund;90901;15;907;473;2;54;140;48;125;73;3;28
Wien Innen-West;Alsergrund;90901;16;938;512;3;54;139;48;136;84;12;36
Wien Innen-West;Alsergrund;90901;17;612;317;3;44;93;40;77;36;8;16
Wien Innen-West;Alsergrund;90901;18;751;460;3;53;117;58;118;75;11;25
Wien Innen-West;Alsergrund;90901;19;701;418;3;36;138;30;110;75;5;21
Wien Innen-West;Alsergrund;90901;20;610;382;2;47;102;38;102;57;5;29
