"bez";"spr";"spr24"
10;"10031";"10056"
10;"10010";"10012"
11;"11021";"11021"
10;"10085";"10085"
11;"11067";"11067"
21;"21044";"21044"
20;"20047";"20047"
14;"14065";"14073"
19;"19049";"19049"
18;"18007";"18007"
13;"13025";"13025"
3;"03039";"03039"
15;"15032";"15032"
11;"11040";"11040"
23;"23030";"23030"
22;"22113";"22113"
23;"23060";"23060"
14;"14066";"14044"
10;"10011";"10012"
13;"13029";"13028"
22;"22096";"22096"
15;"15042";"15042"
10;"10129";"10129"
14;"14034";"14051"
10;"10028";"10028"
22;"22153";"22153"
23;"23020";"23020"
22;"22112";"22112"
15;"15003";"15003"
3;"03052";"03052"
2;"02068";"02048"
22;"22098";"22098"
9;"09015";"09015"
22;"22119";"22119"
21;"21089";"21089"
1;"01012";"01011"
14;"14022";"14076"
23;"23052";"23053"
14;"14021";"14026"
13;"13002";"13031"
21;"21063";"21063"
13;"13013";"13011"
10;"10018";"10018"
22;"22135";"22135"
21;"21041";"21041"
21;"21087";"21087"
11;"11061";"11061"
12;"12055";"12055"
11;"11003";"11003"
18;"18021";"18021"
9;"09028";"09028"
11;"11046";"11046"
23;"23091";"23091"
19;"19026";"19026"
21;"21112";"21112"
10;"10118";"10118"
19;"19018";"19064"
22;"22042";"22042"
10;"10119";"10119"
23;"23029";"23029"
10;"10112";"10112"
19;"19019";"19019"
2;"02082";"02060"
11;"11073";"11073"
19;"19038";"19038"
14;"14024";"14024"
22;"22145";"22145"
23;"23021";"23021"
22;"22133";"22133"
10;"10132";"10132"
11;"11054";"11054"
19;"19062";"19062"
17;"17006";"17006"
21;"21122";"21122"
23;"23078";"23078"
15;"15001";"15001"
14;"14058";"14040"
4;"04002";"04002"
3;"03023";"03072"
10;"10094";"10094"
23;"23062";"23062"
22;"22061";"22061"
21;"21090";"21090"
10;"10134";"10134"
12;"12047";"12047"
21;"21012";"21012"
14;"14017";"14035"
22;"22057";"22057"
2;"02080";"02058"
21;"21033";"21033"
21;"21096";"21096"
22;"22041";"22041"
10;"10113";"10113"
22;"22077";"22077"
22;"22075";"22076"
19;"19015";"19015"
10;"10101";"10101"
11;"11047";"11047"
21;"21036";"21036"
11;"11025";"11025"
19;"19033";"19033"
20;"20043";"20043"
13;"13008";"13004"
6;"06020";"06020"
16;"16016";"16016"
21;"21057";"21057"
21;"21109";"21109"
14;"14023";"14027"
13;"13027";"13026"
22;"22079";"22079"
23;"23066";"23066"
22;"22100";"22100"
11;"11060";"11060"
22;"22139";"22139"
23;"23025";"23025"
22;"22104";"22104"
22;"22103";"22103"
3;"03067";"03067"
12;"12048";"12048"
13;"13014";"13015"
11;"11004";"11001"
14;"14038";"14052"
21;"21047";"21047"
10;"10090";"10090"
21;"21085";"21085"
14;"14041";"14055"
23;"23031";"23031"
13;"13011";"13008"
9;"09034";"09034"
18;"18022";"18022"
22;"22092";"22092"
23;"23088";"23088"
14;"14018";"14069"
21;"21052";"21052"
18;"18039";"18039"
22;"22115";"22164"
17;"17034";"17034"
21;"21008";"21008"
19;"19034";"19034"
21;"21093";"21093"
22;"22130";"22130"
21;"21021";"21021"
22;"22128";"22128"
21;"21016";"21016"
21;"21095";"21095"
21;"21054";"21054"
23;"23072";"23072"
12;"12063";"12067"
21;"21053";"21053"
11;"11070";"11070"
23;"23028";"23028"
13;"13010";"13007"
21;"21027";"21027"
21;"21107";"21107"
21;"21007";"21007"
21;"21125";"21125"
21;"21072";"21072"
17;"17033";"17033"
17;"17036";"17036"
21;"21115";"21115"
22;"22129";"22129"
22;"22132";"22132"
22;"22081";"22081"
22;"22116";"22116"
21;"21123";"21123"
22;"22146";"22146"
11;"11051";"11051"
21;"21097";"21098"
21;"21091";"21091"
3;"03054";"03054"
23;"23068";"23068"
20;"20005";"20005"
11;"11011";"11011"
22;"22010";"22010"
21;"21088";"21088"
19;"19007";"19007"
12;"12046";"12046"
22;"22076";"22076"
22;"22016";"22016"
14;"14020";"14075"
10;"10131";"10131"
22;"22152";"22155"
21;"21058";"21058"
23;"23048";"23048"
21;"21069";"21069"
23;"23001";"23001"
21;"21038";"21038"
22;"22120";"22120"
3;"03068";"03068"
23;"23057";"23057"
16;"16075";"16075"
17;"17037";"17037"
22;"22015";"22015"
18;"18037";"18037"
21;"21108";"21108"
22;"22102";"22102"
14;"14039";"14053"
21;"21100";"21100"
10;"10133";"10133"
21;"21116";"21116"
21;"21060";"21060"
22;"22004";"22004"
22;"22117";"22117"
13;"13001";"13001"
2;"02073";"02054"
22;"22144";"22144"
23;"23070";"23070"
21;"21059";"21059"
13;"13020";"13021"
10;"10137";"10137"
11;"11050";"11050"
11;"11032";"11032"
23;"23064";"23064"
13;"13034";"13039"
23;"23026";"23026"
18;"18038";"18038"
10;"10106";"10115"
1;"01004";"01011"
22;"22028";"22028"
22;"22033";"22156"
22;"22044";"22044"
14;"14019";"14061"
22;"22095";"22095"
10;"10117";"10117"
13;"13035";"13036"
21;"21126";"21126"
14;"14030";"14050"
23;"23065";"23065"
22;"22124";"22124"
10;"10105";"10105"
14;"14007";"14005"
17;"17021";"17021"
10;"10109";"10109"
1;"01009";"01013"
22;"22026";"22026"
14;"14026";"14031"
19;"19036";"19036"
21;"21065";"21065"
19;"19025";"19025"
11;"11056";"11056"
15;"15023";"15023"
16;"16024";"16025"
4;"04015";"04015"
10;"10022";"10022"
11;"11027";"11027"
22;"22073";"22073"
6;"06006";"06006"
15;"15045";"15045"
17;"17003";"17003"
18;"18010";"18010"
21;"21080";"21080"
11;"11029";"11029"
22;"22024";"22024"
20;"20013";"20013"
1;"01006";"01009"
11;"11058";"11058"
14;"14049";"14011"
5;"05025";"05025"
19;"19028";"19028"
20;"20026";"20026"
18;"18030";"18031"
18;"18013";"18013"
17;"17016";"17016"
9;"09022";"09022"
16;"16019";"16019"
12;"12034";"12034"
5;"05023";"05023"
22;"22034";"22034"
22;"22001";"22001"
15;"15044";"15044"
10;"10116";"10116"
10;"10069";"10069"
22;"22083";"22083"
16;"16081";"16051"
21;"21124";"21124"
7;"07005";"07005"
1;"01002";"01002"
16;"16008";"16008"
4;"04013";"04013"
23;"23049";"23049"
21;"21039";"21039"
16;"16006";"16006"
5;"05028";"05028"
7;"07009";"07011"
14;"14028";"14033"
23;"23034";"23034"
22;"22019";"22019"
21;"21084";"21084"
14;"14031";"14037"
12;"12060";"12060"
12;"12038";"12038"
10;"10073";"10039"
21;"21048";"21048"
19;"19048";"19048"
8;"08001";"08001"
11;"11013";"11013"
10;"10138";"10138"
5;"05019";"05019"
10;"10122";"10145"
17;"17019";"17019"
17;"17004";"17004"
17;"17013";"17013"
16;"16052";"16052"
16;"16013";"16013"
22;"22136";"22136"
21;"21050";"21050"
21;"21110";"21110"
2;"02008";"02005"
12;"12011";"12011"
2;"02072";"02053"
20;"20049";"20049"
15;"15007";"15007"
16;"16068";"16068"
2;"02036";"02025"
3;"03060";"03060"
2;"02062";"02045"
20;"20055";"20055"
21;"21030";"21030"
11;"11001";"11001"
2;"02094";"02067"
2;"02035";"02026"
9;"09005";"09005"
22;"22031";"22031"
2;"02009";"02007"
3;"03018";"03018"
10;"10020";"10020"
8;"08002";"08002"
8;"08016";"08016"
10;"10064";"10064"
20;"20044";"20044"
6;"06009";"06009"
16;"16030";"16030"
20;"20018";"20018"
12;"12028";"12028"
3;"03007";"03007"
2;"02011";"02008"
15;"15013";"15013"
8;"08010";"08010"
2;"02013";"02009"
20;"20040";"20040"
10;"10061";"10061"
4;"04007";"04007"
3;"03035";"03035"
10;"10125";"10125"
14;"14012";"14030"
23;"23085";"23085"
10;"10016";"10016"
17;"17017";"17017"
1;"01003";"01003"
16;"16039";"16039"
22;"22007";"22007"
10;"10030";"10030"
12;"12026";"12026"
7;"07028";"07009"
6;"06027";"06027"
21;"21121";"21121"
3;"03008";"03008"
3;"03021";"03021"
3;"03055";"03055"
16;"16014";"16014"
10;"10108";"10108"
17;"17007";"17007"
19;"19006";"19006"
17;"17012";"17038"
11;"11037";"11037"
23;"23094";"23104"
14;"14059";"14041"
16;"16031";"16031"
16;"16033";"16033"
3;"03014";"03014"
11;"11028";"11028"
4;"04012";"04012"
10;"10049";"10049"
11;"11059";"11059"
9;"09003";"09003"
21;"21025";"21025"
10;"10042";"10042"
2;"02065";"02048"
15;"15008";"15008"
16;"16058";"16058"
22;"22091";"22091"
20;"20012";"20012"
10;"10005";"10005"
2;"02047";"02036"
2;"02058";"02041"
21;"21034";"21034"
2;"02060";"02043"
9;"09004";"09004"
22;"22023";"22023"
16;"16066";"16066"
9;"09007";"09007"
3;"03031";"03031"
20;"20054";"20054"
6;"06014";"06014"
2;"02077";"02056"
19;"19022";"19022"
10;"10035";"10035"
20;"20003";"20003"
9;"09027";"09027"
2;"02086";"02063"
23;"23096";"23096"
5;"05013";"05013"
5;"05031";"05031"
23;"23089";"23089"
22;"22027";"22027"
14;"14002";"14002"
18;"18011";"18011"
5;"05029";"05029"
16;"16045";"16044"
5;"05021";"05021"
11;"11019";"11019"
12;"12005";"12005"
14;"14054";"14016"
17;"17027";"17027"
2;"02045";"02033"
21;"21075";"21075"
16;"16028";"16044"
8;"08011";"08011"
6;"06026";"06026"
7;"07020";"07020"
2;"02056";"02042"
16;"16041";"16041"
14;"14050";"14012"
10;"10015";"10015"
20;"20052";"20052"
16;"16040";"16040"
22;"22048";"22048"
10;"10021";"10021"
20;"20046";"20046"
7;"07026";"07026"
6;"06001";"06001"
18;"18002";"18002"
5;"05018";"05018"
19;"19053";"19053"
23;"23080";"23080"
15;"15037";"15037"
3;"03011";"03011"
5;"05033";"05033"
11;"11063";"11063"
23;"23082";"23082"
20;"20015";"20015"
19;"19027";"19027"
3;"03040";"03040"
11;"11018";"11018"
4;"04020";"04025"
1;"01015";"01005"
14;"14062";"14068"
7;"07027";"07014"
19;"19054";"19054"
11;"11007";"11007"
8;"08017";"08017"
22;"22053";"22053"
11;"11026";"11026"
20;"20038";"20038"
2;"02042";"02032"
14;"14014";"14021"
10;"10012";"10012"
16;"16044";"16044"
23;"23007";"23007"
2;"02055";"02050"
2;"02095";"02068"
10;"10083";"10083"
23;"23008";"23008"
20;"20051";"20051"
22;"22142";"22142"
23;"23043";"23043"
19;"19057";"19057"
16;"16021";"16021"
16;"16036";"16036"
21;"21023";"21023"
7;"07021";"07021"
7;"07014";"07016"
10;"10082";"10082"
12;"12027";"12027"
2;"02014";"02010"
10;"10003";"10003"
14;"14045";"14059"
2;"02019";"02014"
22;"22148";"22148"
18;"18014";"18014"
10;"10052";"10052"
10;"10097";"10097"
10;"10048";"10048"
14;"14044";"14058"
14;"14043";"14057"
16;"16012";"16012"
3;"03016";"03016"
20;"20002";"20002"
15;"15015";"15015"
15;"15036";"15036"
17;"17011";"17011"
12;"12017";"12016"
23;"23090";"23090"
9;"09008";"09008"
16;"16026";"16026"
3;"03002";"03002"
21;"21014";"21014"
3;"03025";"03025"
15;"15047";"15047"
12;"12041";"12041"
23;"23099";"23099"
12;"12025";"12025"
3;"03027";"03027"
14;"14016";"14023"
7;"07011";"07011"
8;"08021";"08021"
21;"21101";"21101"
21;"21015";"21015"
8;"08015";"08015"
11;"11053";"11053"
8;"08014";"08014"
23;"23084";"23084"
6;"06011";"06011"
6;"06010";"06010"
6;"06012";"06012"
11;"11076";"11076"
12;"12018";"12018"
21;"21022";"21022"
8;"08012";"08012"
5;"05022";"05022"
10;"10039";"10042"
10;"10040";"10040"
11;"11014";"11014"
3;"03062";"03062"
6;"06022";"06022"
17;"17001";"17001"
12;"12013";"12013"
20;"20011";"20011"
5;"05037";"05037"
21;"21002";"21002"
12;"12044";"12044"
10;"10089";"10089"
14;"14015";"14022"
5;"05035";"05035"
11;"11043";"11043"
3;"03020";"03020"
16;"16071";"16071"
10;"10019";"10019"
6;"06021";"06021"
5;"05003";"05003"
14;"14060";"14066"
21;"21019";"21019"
6;"06024";"06024"
2;"02002";"02002"
2;"02018";"02013"
2;"02059";"02044"
20;"20030";"20030"
3;"03063";"03063"
10;"10041";"10041"
18;"18024";"18024"
20;"20025";"20025"
2;"02090";"02065"
2;"02032";"02024"
10;"10068";"10068"
2;"02070";"02051"
3;"03036";"03035"
2;"02099";"02072"
7;"07002";"07002"
2;"02006";"02006"
2;"02067";"02050"
4;"04006";"04006"
2;"02044";"02027"
3;"03061";"03061"
3;"03028";"03028"
7;"07030";"07017"
19;"19056";"19056"
16;"16017";"16017"
5;"05014";"05014"
5;"05015";"05015"
10;"10017";"10017"
6;"06018";"06018"
6;"06002";"06002"
21;"21024";"21024"
11;"11030";"11030"
10;"10058";"10058"
10;"10121";"10121"
14;"14027";"14032"
7;"07017";"07017"
19;"19004";"19004"
7;"07022";"07022"
14;"14004";"14029"
6;"06017";"06017"
11;"11008";"11008"
16;"16001";"16001"
12;"12002";"12002"
4;"04017";"04017"
16;"16004";"16004"
23;"23002";"23002"
10;"10087";"10087"
15;"15034";"15034"
2;"02017";"02013"
23;"23081";"23081"
11;"11072";"11072"
19;"19024";"19024"
23;"23054";"23055"
9;"09019";"09019"
10;"10037";"10037"
23;"23032";"23032"
1;"01018";"01006"
5;"05012";"05012"
10;"10029";"10029"
10;"10092";"10092"
16;"16073";"16072"
16;"16029";"16029"
6;"06019";"06019"
23;"23004";"23004"
23;"23086";"23086"
10;"10036";"10036"
17;"17015";"17015"
15;"15026";"15026"
5;"05011";"05011"
8;"08013";"08013"
10;"10033";"10033"
6;"06025";"06025"
12;"12006";"12006"
15;"15038";"15038"
15;"15041";"15041"
19;"19023";"19023"
17;"17005";"17005"
12;"12004";"12004"
6;"06005";"06005"
9;"09012";"09012"
14;"14010";"14017"
5;"05030";"05030"
10;"10045";"10045"
8;"08008";"08008"
4;"04001";"04001"
15;"15025";"15025"
21;"21032";"21032"
22;"22029";"22029"
23;"23010";"23010"
2;"02049";"02034"
23;"23006";"23006"
22;"22003";"22003"
18;"18032";"18032"
22;"22064";"22064"
16;"16032";"16032"
23;"23009";"23009"
2;"02098";"02071"
9;"09013";"09013"
10;"10043";"10043"
20;"20023";"20023"
7;"07023";"07023"
9;"09002";"09002"
3;"03029";"03029"
12;"12007";"12006"
3;"03048";"03048"
21;"21026";"21026"
5;"05024";"05024"
17;"17020";"17020"
3;"03037";"03037"
10;"10026";"10026"
9;"09017";"09017"
15;"15040";"15050"
3;"03042";"03042"
20;"20037";"20037"
19;"19032";"19032"
22;"22002";"22002"
16;"16037";"16037"
17;"17010";"17010"
23;"23015";"23015"
15;"15029";"15029"
22;"22011";"22011"
11;"11044";"11044"
17;"17026";"17026"
15;"15012";"15012"
12;"12040";"12040"
9;"09031";"09031"
22;"22068";"22068"
9;"09033";"09033"
23;"23006";"23006"
11;"11021";"11020"
23;"23014";"23096"
9;"09009";"09009"
16;"16032";"16032"
9;"09014";"09014"
12;"12039";"12039"
21;"21081";"21081"
18;"18012";"18012"
3;"03064";"03064"
